,image_name,fine_target,coarse_target,fine_fold,coarse_fold
14421,boardinghouse_s_000356.png,37,9,10,7
14422,kangaroo_s_001804.png,38,11,7,3
14423,palm_tree_s_002266.png,56,17,5,5
14424,couch_s_001397.png,25,6,7,2
14425,soda_can_s_001863.png,16,3,6,10
14426,rose_s_000772.png,70,2,3,10
14427,chimpanzee_s_001911.png,21,11,1,9
14428,baby_s_000142.png,2,14,4,4
14429,fur_seal_s_000696.png,72,0,1,4
14430,turbot_s_000158.png,32,1,7,4
14431,caterpillar_s_001442.png,18,7,6,3
14432,spotted_skunk_s_000670.png,75,12,5,7
14433,tiger_s_000562.png,88,8,7,4
14434,indian_elephant_s_000391.png,31,11,5,1
14435,rose_s_001077.png,70,2,8,2
14436,manual-beaver002.png,4,0,6,9
14437,minibike_s_000967.png,48,18,9,5
14438,computer_keyboard_s_001163.png,39,5,8,6
14439,spider_s_000650.png,79,13,7,4
14440,armoured_combat_vehicle_s_000298.png,85,19,10,10
14441,argiope_aurantia_s_000101.png,79,13,4,4
14442,decanter_s_000074.png,9,3,4,6
14443,bear_s_002173.png,3,8,7,10
14444,golden_delicious_s_000303.png,0,4,1,10
14445,tulip_s_001435.png,92,2,8,8
14446,skyscraper_s_001921.png,76,9,7,1
14447,soda_can_s_000851.png,16,3,3,9
14448,mus_musculus_s_001039.png,50,16,1,7
14449,bulldozer_s_000307.png,89,19,3,10
14450,indian_elephant_s_000471.png,31,11,4,4
14451,chimpanzee_s_000010.png,21,11,2,8
14452,bus_s_000282.png,13,18,5,1
14453,racoon_s_000291.png,66,12,4,1
14454,streetcar_s_000158.png,81,19,2,4
14455,hognose_snake_s_000654.png,78,15,6,5
14456,american_lobster_s_000692.png,45,13,1,6
14457,syrian_hamster_s_000825.png,36,16,6,10
14458,sweet_pepper_s_000015.png,83,4,5,2
14459,red_fox_s_001779.png,34,12,2,9
14460,clock_s_001388.png,22,5,3,1
14461,golden_delicious_s_001163.png,0,4,3,9
14462,television_s_001083.png,87,5,9,5
14463,plate_s_002429.png,61,3,9,3
14464,snail_s_000297.png,77,13,5,9
14465,timber_wolf_s_001517.png,97,8,7,4
14466,dolphin_s_002126.png,30,0,9,4
14467,argiope_aurantia_s_000077.png,79,13,7,7
14468,spider_s_000913.png,79,13,8,8
14469,sweater_girl_s_000979.png,35,14,5,2
14470,beetle_s_001376.png,7,7,8,1
14471,delphinus_delphis_s_000264.png,30,0,7,6
14472,leopard_s_000041.png,42,8,7,7
14473,clavier_s_000712.png,39,5,2,5
14474,goblet_s_000251.png,28,3,4,7
14475,hedgehog_s_000183.png,63,12,4,8
14476,squirrel_s_001788.png,80,16,3,3
14477,raccoon_s_001339.png,66,12,2,8
14478,pinon_s_000052.png,59,17,2,2
14479,mako_shark_s_000199.png,73,1,8,4
14480,golden_delicious_s_001854.png,0,4,8,2
14481,kangaroo_s_001150.png,38,11,2,4
14482,haze_s_000148.png,23,10,4,10
14483,tiger_s_000042.png,88,8,6,4
14484,wolf_s_000135.png,97,8,6,7
14485,safety_bike_s_000381.png,8,18,6,5
14486,stone_crab_s_001771.png,26,13,10,8
14487,house_s_001276.png,37,9,2,3
14488,wardrobe_s_001213.png,94,6,7,10
14489,rorqual_s_001586.png,95,0,3,2
14490,bartlett_pear_s_000084.png,57,4,10,4
14491,bosc_s_001157.png,57,4,6,5
14492,barn_spider_s_000006.png,79,13,5,5
14493,eastern_grey_squirrel_s_000019.png,80,16,7,1
14494,flounder_s_001486.png,32,1,7,2
14495,squirrel_s_002124.png,80,16,10,2
14496,bus_s_002576.png,13,18,9,8
14497,hedgehog_s_001141.png,63,12,10,4
14498,crocodylus_porosus_s_000276.png,27,15,3,2
14499,infant_s_000934.png,2,14,1,5
14500,house_s_000620.png,37,9,3,1
14501,bos_taurus_s_000023.png,19,11,1,8
14502,rorqual_s_001700.png,95,0,6,3
14503,mephitis_mephitis_s_000104.png,75,12,2,3
14504,motorcycle_s_000216.png,48,18,9,2
14505,maple_s_000400.png,47,17,3,5
14506,bell_pepper_s_000552.png,83,4,6,10
14507,alarm_clock_s_000457.png,22,5,9,8
14508,syrian_hamster_s_001313.png,36,16,10,10
14509,milk_can_s_001275.png,16,3,10,8
14510,breakfast_table_s_000725.png,84,6,9,9
14511,arterial_road_s_000106.png,68,9,8,5
14512,caterpillar_s_000656.png,18,7,9,3
14513,pearmain_s_000061.png,0,4,7,5
14514,dessert_plate_s_000450.png,61,3,2,10
14515,eagle_ray_s_000245.png,67,1,10,3
14516,delphinus_delphis_s_000613.png,30,0,3,6
14517,rainbow_trout_s_001563.png,91,1,9,6
14518,tractor_s_000776.png,89,19,4,6
14519,eared_seal_s_000027.png,72,0,2,7
14520,skunk_s_000533.png,75,12,9,6
14521,beer_bottle_s_002103.png,9,3,1,8
14522,leopard_s_001044.png,42,8,9,3
14523,orchid_s_000304.png,54,2,9,3
14524,goblet_s_000123.png,28,3,6,9
14525,dust_cloud_s_000046.png,23,10,9,5
14526,brown_snail_s_000261.png,77,13,5,6
14527,computer_keyboard_s_001573.png,39,5,8,6
14528,bosc_s_001886.png,57,4,7,10
14529,mushroom_s_001460.png,51,4,3,3
14530,built_in_bed_s_001688.png,5,6,2,6
14531,cichlid_s_000824.png,1,1,7,10
14532,wolf_pup_s_001317.png,97,8,1,5
14533,mount_s_002212.png,49,10,6,4
14534,mako_shark_s_000148.png,73,1,7,1
14535,salix_purpurea_s_000708.png,96,17,8,7
14536,mount_s_000072.png,49,10,3,2
14537,panthera_leo_s_001216.png,43,8,3,3
14538,drawbridge_s_002726.png,12,9,8,4
14539,indian_elephant_s_000010.png,31,11,3,2
14540,balmoral_castle_s_001615.png,17,9,3,2
14541,squirrel_s_000643.png,80,16,5,2
14542,american_lobster_s_000460.png,45,13,6,6
14543,alp_s_002074.png,49,10,5,6
14544,ankylosaurus_s_001640.png,29,15,7,1
14545,turbot_s_000843.png,32,1,6,8
14546,goblet_s_000900.png,28,3,9,4
14547,dungeness_crab_s_001443.png,26,13,6,9
14548,male_child_s_000103.png,11,14,4,5
14549,beaver_s_000741.png,4,0,1,10
14550,bear_cub_s_001527.png,3,8,6,5
14551,bike_s_000855.png,8,18,7,7
14552,nemertean_s_000092.png,99,13,10,5
14553,ladybug_s_001284.png,7,7,10,5
14554,army_tank_s_001285.png,85,19,7,9
14555,bunk_s_000288.png,5,6,7,2
14556,female_child_s_000281.png,35,14,2,8
14557,sunflower_s_000668.png,82,2,4,6
14558,leopard_s_002130.png,42,8,1,3
14559,red_fox_s_001923.png,34,12,7,9
14560,male_child_s_001089.png,11,14,7,10
14561,forest_s_002066.png,33,10,3,7
14562,man_s_000448.png,46,14,8,1
14563,pickup_s_000517.png,58,18,2,1
14564,elephas_maximus_s_000114.png,31,11,3,1
14565,cattle_s_001864.png,19,11,2,3
14566,elephant_s_000363.png,31,11,9,2
14567,mako_shark_s_000244.png,73,1,1,10
14568,sea_turtle_s_001326.png,93,15,8,2
14569,young_girl_s_000609.png,35,14,7,2
14570,willow_tree_s_001688.png,96,17,10,1
14571,dromedary_s_001204.png,15,11,10,5
14572,panthera_leo_s_000917.png,43,8,2,8
14573,elephant_s_001067.png,31,11,2,2
14574,golden_delicious_s_000061.png,0,4,5,5
14575,table_s_000042.png,84,6,7,3
14576,squirrel_s_000619.png,80,16,6,2
14577,possum_s_000047.png,64,12,8,6
14578,tram_s_000254.png,81,19,5,3
14579,chimpanzee_s_001748.png,21,11,8,9
14580,garden_snail_s_000582.png,77,13,7,5
14581,chimpanzee_s_000125.png,21,11,5,10
14582,sunflower_s_000665.png,82,2,1,6
14583,cattle_s_000809.png,19,11,6,7
14584,kangaroo_s_000181.png,38,11,8,3
14585,elephant_s_001024.png,31,11,8,10
14586,syrian_hamster_s_000611.png,36,16,3,9
14587,beer_bottle_s_000824.png,9,3,1,7
14588,bowl_s_000057.png,10,3,7,6
14589,honeybee_s_000170.png,6,7,9,3
14590,american_lobster_s_000139.png,45,13,3,4
14591,eagle_ray_s_000179.png,67,1,1,3
14592,squirrel_s_000632.png,80,16,9,5
14593,seal_s_000502.png,72,0,2,7
14594,clock_s_000783.png,22,5,5,6
14595,cockroach_s_000886.png,24,7,1,5
14596,fox_s_002061.png,34,12,6,4
14597,male_child_s_001413.png,11,14,6,6
14598,iguanid_s_000084.png,44,15,9,3
14599,ankylosaur_s_000469.png,29,15,8,1
14600,streetcar_s_000811.png,81,19,5,5
14601,lobster_s_001161.png,45,13,4,4
14602,cain_s_000050.png,46,14,4,9
14603,leopard_s_000951.png,42,8,2,9
14604,eagle_ray_s_000295.png,67,1,6,3
14605,stegosaurus_s_001162.png,29,15,5,3
14606,goldfish_s_001016.png,1,1,8,9
14607,yellow_delicious_s_000420.png,0,4,4,8
14608,fogbank_s_000194.png,23,10,8,3
14609,lamp_s_001198.png,40,5,5,6
14610,kangaroo_s_000410.png,38,11,7,4
14611,alp_s_002824.png,49,10,5,5
14612,whiskey_jug_s_000332.png,9,3,8,8
14613,sea_trout_s_000145.png,91,1,9,6
14614,chimp_s_000255.png,21,11,4,9
14615,poppy_s_000944.png,62,2,3,4
14616,cattle_s_001095.png,19,11,9,4
14617,bed_s_001861.png,5,6,2,4
14618,phone_s_000591.png,86,5,1,10
14619,red_fox_s_001060.png,34,12,5,1
14620,electric_lamp_s_000651.png,40,5,2,9
14621,tram_s_000684.png,81,19,4,10
14622,common_morel_s_000155.png,51,4,8,3
14623,pickup_truck_s_000586.png,58,18,1,5
14624,poppy_s_000683.png,62,2,7,10
14625,coluber_hippocrepis_s_000024.png,78,15,7,9
14626,fin_whale_s_000462.png,95,0,9,2
14627,train_s_000454.png,90,18,8,4
14628,spider_s_001556.png,79,13,10,3
14629,quercus_borealis_s_000080.png,52,17,4,3
14630,plate_s_003069.png,61,3,3,2
14631,snail_s_000369.png,77,13,9,1
14632,male_child_s_001094.png,11,14,1,5
14633,caterpillar_s_000098.png,18,7,4,5
14634,armoured_combat_vehicle_s_000596.png,85,19,2,4
14635,flounder_s_000825.png,32,1,7,8
14636,shrew_s_001249.png,74,16,7,8
14637,stingray_s_001826.png,67,1,4,7
14638,syrian_hamster_s_000492.png,36,16,10,3
14639,elephant_s_002872.png,31,11,7,10
14640,trout_s_000719.png,91,1,7,6
14641,army_tank_s_000114.png,85,19,5,9
14642,baby_s_001610.png,2,14,5,9
14643,baleen_whale_s_001419.png,95,0,10,7
14644,cancer_magister_s_000024.png,26,13,8,2
14645,cirrocumulus_s_000908.png,23,10,5,2
14646,sea_trout_s_000711.png,91,1,6,9
14647,oriental_cockroach_s_001034.png,24,7,7,4
14648,streetcar_s_001404.png,81,19,9,10
14649,ice_fog_s_000889.png,23,10,7,2
14650,caterpillar_s_001398.png,18,7,6,10
14651,turtle_s_000747.png,93,15,1,3
14652,bus_s_000034.png,13,18,10,10
14653,plate_iron_s_001285.png,61,3,10,1
14654,missile_s_001231.png,69,19,1,10
14655,butterfly_s_000508.png,14,7,4,5
14656,cichlid_fish_s_001603.png,1,1,9,6
14657,marine_turtle_s_000854.png,93,15,6,10
14658,tank_s_000172.png,85,19,8,9
14659,computer_keyboard_s_002076.png,39,5,1,9
14660,streetcar_s_001674.png,81,19,10,3
14661,spider_s_001439.png,79,13,4,8
14662,adam_s_002511.png,46,14,2,10
14663,roundworm_s_001041.png,99,13,5,10
14664,army_tank_s_000385.png,85,19,8,9
14665,bell_pepper_s_001018.png,83,4,10,7
14666,silver_maple_s_000364.png,47,17,4,7
14667,poppy_s_002234.png,62,2,5,1
14668,seal_s_001980.png,72,0,8,4
14669,rose_s_001024.png,70,2,7,7
14670,clavier_s_000136.png,39,5,6,9
14671,pine_tree_s_000586.png,59,17,1,9
14672,camel_s_000547.png,15,11,9,10
14673,lamp_s_002124.png,40,5,7,3
14674,raccoon_s_001097.png,66,12,8,8
14675,woman_s_000111.png,98,14,3,1
14676,lapin_s_002409.png,65,16,6,5
14677,plaice_s_001465.png,32,1,7,5
14678,tiger_beetle_s_001016.png,7,7,5,4
14679,motorcycle_s_001715.png,48,18,7,9
14680,timber_wolf_s_002042.png,97,8,2,7
14681,couch_s_001207.png,25,6,4,3
14682,rose_s_000545.png,70,2,2,10
14683,tv_s_000846.png,87,5,8,7
14684,lift_bridge_s_001257.png,12,9,5,1
14685,orchis_s_000172.png,54,2,1,3
14686,leopard_s_000224.png,42,8,4,9
14687,castle_s_002766.png,17,9,6,8
14688,navel_orange_s_001055.png,53,4,3,1
14689,armoire_s_000018.png,94,6,2,4
14690,streetcar_s_000213.png,81,19,7,7
14691,manual-beaver038.png,4,0,4,1
14692,cichlid_fish_s_000231.png,1,1,4,4
14693,crocodile_s_000941.png,27,15,7,9
14694,caterpillar_s_000681.png,18,7,1,6
14695,crocodylus_porosus_s_000513.png,27,15,1,10
14696,salix_purpurea_s_000649.png,96,17,3,3
14697,panthera_pardus_s_000095.png,42,8,6,3
14698,bartlett_pear_s_000598.png,57,4,8,6
14699,fox_s_002109.png,34,12,4,7
14700,shark_s_001356.png,73,1,5,8
14701,ladybug_s_000188.png,7,7,1,9
14702,manual-shrew001.png,74,16,2,4
14703,shrew_s_000383.png,74,16,3,5
14704,pachycephalosaurus_s_001479.png,29,15,6,8
14705,coast_live_oak_s_000328.png,52,17,10,2
14706,motorway_s_000384.png,68,9,8,8
14707,whale_s_001560.png,95,0,6,8
14708,train_s_003062.png,90,18,4,8
14709,palm_tree_s_001508.png,56,17,9,9
14710,armchair_s_000632.png,20,6,8,4
14711,stingray_s_000377.png,67,1,1,7
14712,rabbit_ears_s_000577.png,65,16,5,1
14713,butterfly_orchid_s_000404.png,54,2,5,5
14714,tulipa_clusiana_s_000328.png,92,2,7,1
14715,motorcycle_s_002275.png,48,18,3,7
14716,bartlett_pear_s_000230.png,57,4,3,7
14717,guitarfish_s_000870.png,67,1,7,4
14718,possum_s_001774.png,64,12,9,7
14719,bowl_s_000606.png,10,3,3,3
14720,salix_alba_s_000429.png,96,17,2,2
14721,apis_mellifera_s_001854.png,6,7,7,9
14722,sugar_maple_s_000888.png,47,17,8,1
14723,sweet_pepper_s_002303.png,83,4,1,5
14724,palm_tree_s_000040.png,56,17,5,8
14725,tiger_s_000736.png,88,8,10,9
14726,fieldmouse_s_000082.png,50,16,7,5
14727,castor_fiber_s_000442.png,4,0,8,1
14728,otter_s_001050.png,55,0,8,2
14729,adriatic_sea_s_000082.png,71,10,3,6
14730,butterfly_s_000790.png,14,7,4,10
14731,castle_s_000662.png,17,9,2,9
14732,sweet_pepper_s_002217.png,83,4,3,5
14733,raccoon_s_002193.png,66,12,8,9
14734,closet_s_002240.png,94,6,4,1
14735,sweet_pepper_s_000618.png,83,4,6,1
14736,possum_s_001104.png,64,12,1,7
14737,orchid_s_000439.png,54,2,7,1
14738,surveillance_system_s_000115.png,87,5,9,9
14739,sea_s_001481.png,71,10,3,7
14740,bus_s_000078.png,13,18,1,4
14741,cockroach_s_002273.png,24,7,2,7
14742,television_system_s_000748.png,87,5,1,1
14743,tractor_s_001120.png,89,19,10,5
14744,ankylosaurus_s_000470.png,29,15,7,6
14745,neomys_fodiens_s_000036.png,74,16,2,3
14746,boardinghouse_s_000336.png,37,9,5,4
14747,apis_mellifera_s_001745.png,6,7,10,1
14748,spider_s_000860.png,79,13,9,5
14749,television_s_001821.png,87,5,3,7
14750,cichlid_s_001814.png,1,1,1,10
14751,bactrian_camel_s_000036.png,15,11,2,1
14752,palm_tree_s_001119.png,56,17,4,8
14753,oak_tree_s_001393.png,52,17,9,10
14754,orange_s_002545.png,53,4,4,9
14755,bosc_s_000041.png,57,4,4,5
14756,cloud_s_000175.png,23,10,6,1
14757,nematode_worm_s_000019.png,99,13,2,8
14758,pine_tree_s_001027.png,59,17,1,4
14759,kangaroo_s_000021.png,38,11,5,2
14760,pickup_truck_s_001565.png,58,18,2,8
14761,snail_s_000022.png,77,13,2,1
14762,tiger_beetle_s_001372.png,7,7,8,4
14763,trout_s_001400.png,91,1,2,10
14764,raccoon_s_000649.png,66,12,2,2
14765,striped_skunk_s_001611.png,75,12,4,3
14766,butterfly_s_002440.png,14,7,2,7
14767,right_whale_s_001743.png,95,0,4,4
14768,lawn_mower_s_002254.png,41,19,10,1
14769,palace_s_000937.png,17,9,9,8
14770,river_otter_s_000781.png,55,0,8,5
14771,field_s_000724.png,60,10,4,9
14772,table_s_000754.png,84,6,3,9
14773,sea_turtle_s_000819.png,93,15,10,4
14774,woods_s_000069.png,33,10,5,7
14775,rocket_s_000021.png,69,19,5,3
14776,caterpillar_s_001027.png,18,7,1,7
14777,indian_elephant_s_001687.png,31,11,10,6
14778,electric_ray_s_000404.png,67,1,6,6
14779,squirrel_s_000027.png,80,16,7,10
14780,leopard_s_001860.png,42,8,1,6
14781,house_s_000876.png,37,9,6,2
14782,cirrocumulus_s_001158.png,23,10,3,5
14783,safety_bike_s_001338.png,8,18,1,5
14784,cirrocumulus_s_000281.png,23,10,1,8
14785,beer_can_s_000026.png,16,3,6,6
14786,safety_bicycle_s_001705.png,8,18,5,8
14787,palm_tree_s_000382.png,56,17,10,10
14788,bunk_s_000250.png,5,6,10,9
14789,kangaroo_s_000972.png,38,11,7,9
14790,pop_bottle_s_001440.png,9,3,6,4
14791,motor_mower_s_000401.png,41,19,10,8
14792,flounder_s_001067.png,32,1,3,8
14793,access_road_s_001401.png,68,9,3,1
14794,bunk_s_000127.png,5,6,1,9
14795,chimpanzee_s_000964.png,21,11,5,5
14796,adam_s_000725.png,46,14,10,6
14797,female_child_s_000436.png,35,14,8,4
14798,water_shrew_s_000341.png,74,16,2,10
14799,goblet_s_000053.png,28,3,3,8
14800,goblet_s_001509.png,28,3,2,9
14801,pickup_s_000600.png,58,18,8,7
14802,sea_turtle_s_001876.png,93,15,2,6
14803,dungeness_crab_s_000185.png,26,13,8,4
14804,alp_s_001966.png,49,10,6,8
14805,rorqual_s_001539.png,95,0,8,7
14806,salix_purpurea_s_000249.png,96,17,9,1
14807,sunflower_s_002319.png,82,2,8,4
14808,crab_s_001318.png,26,13,2,5
14809,streetcar_s_000923.png,81,19,9,9
14810,train_s_001428.png,90,18,4,8
14811,caterpillar_s_000721.png,18,7,9,3
14812,hand_mower_s_000099.png,41,19,3,7
14813,lamp_s_000259.png,40,5,4,10
14814,dromedary_s_000843.png,15,11,10,7
14815,computer_keyboard_s_000900.png,39,5,3,2
14816,black_woman_s_001662.png,98,14,6,10
14817,expressway_s_000324.png,68,9,8,2
14818,hamster_s_000598.png,36,16,4,9
14819,hedgehog_s_001137.png,63,12,9,4
14820,snake_s_000006.png,78,15,4,3
14821,whale_s_001663.png,95,0,7,10
14822,mist_s_000036.png,23,10,5,9
14823,mount_s_000601.png,49,10,5,9
14824,red_fox_s_000378.png,34,12,7,3
14825,wine_palm_s_000045.png,56,17,7,10
14826,castor_fiber_s_000072.png,4,0,5,10
14827,lutra_canadensis_s_000118.png,55,0,2,3
14828,coluber_hippocrepis_s_000025.png,78,15,2,6
14829,red_fox_s_000044.png,34,12,2,6
14830,bowl_s_001448.png,10,3,10,1
14831,harvest_mouse_s_001089.png,50,16,4,2
14832,sunflower_s_001118.png,82,2,9,8
14833,oriental_roach_s_000162.png,24,7,7,6
14834,goldfish_s_000183.png,1,1,8,2
14835,pinus_edulis_s_000339.png,59,17,2,3
14836,delphinus_delphis_s_000062.png,30,0,10,8
14837,poppy_s_001826.png,62,2,3,5
14838,rorqual_s_000926.png,95,0,4,6
14839,oriental_roach_s_000001.png,24,7,1,1
14840,house_s_000206.png,37,9,8,6
14841,palm_tree_s_000031.png,56,17,1,9
14842,goblet_s_001143.png,28,3,10,3
14843,electric_ray_s_000752.png,67,1,1,3
14844,aegean_s_000117.png,71,10,2,3
14845,elephant_s_000262.png,31,11,8,6
14846,butterfly_s_001187.png,14,7,1,10
14847,forest_s_001100.png,33,10,6,4
14848,turtle_s_002071.png,93,15,1,6
14849,panthera_pardus_s_000829.png,42,8,6,2
14850,tulip_s_000632.png,92,2,1,8
14851,wood_s_000378.png,33,10,8,4
14852,opossum_s_000994.png,64,12,4,10
14853,crocodylus_niloticus_s_000216.png,27,15,6,7
14854,car_train_s_001390.png,90,18,9,7
14855,orchid_s_001657.png,54,2,5,7
14856,school_bus_s_001665.png,13,18,5,10
14857,cloud_s_001975.png,23,10,8,6
14858,streetcar_s_001666.png,81,19,1,5
14859,red_fox_s_000893.png,34,12,6,4
14860,wardrobe_s_001892.png,94,6,1,3
14861,timber_wolf_s_001324.png,97,8,3,3
14862,alarm_clock_s_000024.png,22,5,2,4
14863,mus_musculus_s_001310.png,50,16,3,4
14864,harvest_mouse_s_000030.png,50,16,1,5
14865,castor_canadensis_s_001106.png,4,0,2,10
14866,train_s_003035.png,90,18,6,7
14867,alarm_clock_s_001161.png,22,5,9,6
14868,possum_s_000370.png,64,12,7,4
14869,eating_apple_s_000491.png,0,4,7,4
14870,engraving_s_000121.png,61,3,9,8
14871,butterfly_s_002971.png,14,7,10,6
14872,king_of_beasts_s_001298.png,43,8,2,3
14873,dozer_s_000566.png,89,19,9,6
14874,lady_tulip_s_000724.png,92,2,10,5
14875,rainbow_trout_s_000899.png,91,1,3,2
14876,tin_can_s_001489.png,16,3,6,1
14877,castle_s_000290.png,17,9,5,1
14878,lift_bridge_s_000279.png,12,9,5,7
14879,bartlett_pear_s_000281.png,57,4,9,8
14880,wardrobe_s_001936.png,94,6,5,2
14881,sea_turtle_s_000175.png,93,15,6,4
14882,guitarfish_s_000319.png,67,1,5,10
14883,field_s_000441.png,60,10,4,6
14884,house_s_000335.png,37,9,10,1
14885,sugar_maple_s_000027.png,47,17,1,6
14886,snake_s_000367.png,78,15,5,3
14887,lapin_s_000994.png,65,16,5,2
14888,pear_s_001647.png,57,4,7,6
14889,lawn_mower_s_001951.png,41,19,9,7
14890,mount_s_000960.png,49,10,2,2
14891,nile_crocodile_s_000396.png,27,15,5,7
14892,missile_s_001041.png,69,19,1,3
14893,electric_lamp_s_000661.png,40,5,5,1
14894,camel_s_000039.png,15,11,10,8
14895,hognose_snake_s_000157.png,78,15,2,7
14896,causeway_s_000531.png,68,9,4,3
14897,house_mouse_s_000560.png,50,16,6,4
14898,cloud_s_002402.png,23,10,8,7
14899,lady_tulip_s_000658.png,92,2,3,10
14900,arabian_camel_s_000108.png,15,11,9,5
14901,kangaroo_s_001856.png,38,11,5,10
14902,raccoon_s_000981.png,66,12,5,2
14903,tiger_beetle_s_000169.png,7,7,1,5
14904,spider_s_001916.png,79,13,8,9
14905,tiger_s_002383.png,88,8,9,8
14906,palm_tree_s_002251.png,56,17,8,7
14907,orchid_s_000578.png,54,2,1,6
14908,mushroom_s_001084.png,51,4,5,6
14909,poppy_s_000051.png,62,2,9,3
14910,raccoon_s_001937.png,66,12,1,9
14911,cows_s_001601.png,19,11,2,8
14912,panthera_leo_s_000943.png,43,8,8,10
14913,shrew_s_000170.png,74,16,3,8
14914,stingray_s_002009.png,67,1,2,1
14915,osier_s_000455.png,96,17,2,9
14916,lamp_s_000618.png,40,5,4,9
14917,bunk_s_000010.png,5,6,1,7
14918,caterpillar_s_001075.png,18,7,3,3
14919,castle_s_000245.png,17,9,2,9
14920,mourning_cloak_s_000062.png,14,7,7,4
14921,lobster_s_000247.png,45,13,1,3
14922,pickup_s_001011.png,58,18,6,7
14923,ankylosaurus_s_000849.png,29,15,6,6
14924,soda_can_s_001262.png,16,3,7,5
14925,southern_live_oak_s_000195.png,52,17,3,10
14926,honeybee_s_001512.png,6,7,2,10
14927,turtle_s_000382.png,93,15,1,3
14928,kangaroo_s_002028.png,38,11,2,8
14929,mount_s_000009.png,49,10,7,5
14930,black_woman_s_000738.png,98,14,1,6
14931,goldfish_s_002331.png,1,1,3,10
14932,motor_mower_s_000542.png,41,19,1,9
14933,lift_bridge_s_000107.png,12,9,1,1
14934,sweet_pepper_s_000039.png,83,4,9,10
14935,panthera_pardus_s_000663.png,42,8,5,4
14936,mushroom_s_000172.png,51,4,8,7
14937,panthera_leo_s_001835.png,43,8,5,3
14938,telephone_s_001763.png,86,5,3,5
14939,electric_lamp_s_000335.png,40,5,7,1
14940,kangaroo_s_001909.png,38,11,3,2
14941,rabbit_ears_s_000323.png,65,16,3,10
14942,coffee_can_s_000915.png,16,3,1,5
14943,closet_s_000016.png,94,6,3,8
14944,wardrobe_s_000343.png,94,6,10,1
14945,trout_s_002243.png,91,1,1,2
14946,infant_s_000019.png,2,14,2,2
14947,rainbow_trout_s_000661.png,91,1,6,1
14948,lawn_mower_s_000961.png,41,19,7,1
14949,panthera_leo_s_000303.png,43,8,3,7
14950,sea_trout_s_000091.png,91,1,10,6
14951,mako_s_000813.png,73,1,8,2
14952,armoured_combat_vehicle_s_000118.png,85,19,3,2
14953,sweet_pepper_s_000018.png,83,4,3,2
14954,squirrel_s_000753.png,80,16,2,2
14955,male_child_s_000984.png,11,14,9,1
14956,pinon_pine_s_000108.png,59,17,8,5
14957,planarian_s_000428.png,99,13,5,10
14958,crab_s_000034.png,26,13,7,3
14959,flounder_s_001328.png,32,1,7,6
14960,willow_s_000015.png,96,17,9,5
14961,wolf_s_001733.png,97,8,6,3
14962,rose_s_001619.png,70,2,3,7
14963,lamp_s_001065.png,40,5,6,6
14964,maple_s_000269.png,47,17,8,3
14965,house_s_000702.png,37,9,1,9
14966,pickup_truck_s_002482.png,58,18,10,6
14967,red_delicious_s_000257.png,0,4,7,4
14968,forest_s_001712.png,33,10,9,2
14969,lamp_s_000779.png,40,5,1,3
14970,serengeti_plain_s_000017.png,60,10,10,6
14971,shark_s_000706.png,73,1,3,2
14972,palm_s_001537.png,56,17,5,1
14973,table_s_002896.png,84,6,5,5
14974,racoon_s_000409.png,66,12,3,2
14975,infant_s_000112.png,2,14,6,5
14976,castle_s_000339.png,17,9,4,10
14977,caterpillar_s_000984.png,18,7,4,4
14978,spider_s_002775.png,79,13,6,7
14979,butterfly_orchid_s_001442.png,54,2,3,9
14980,halibut_s_000520.png,32,1,9,7
14981,pickup_s_000142.png,58,18,4,4
14982,lawn_mower_s_000774.png,41,19,9,10
14983,army_tank_s_001503.png,85,19,2,10
14984,cup_s_001130.png,28,3,7,10
14985,mountain_rose_s_001221.png,70,2,1,9
14986,rabbit_s_000022.png,65,16,6,4
14987,raccoon_s_000039.png,66,12,9,7
14988,golden_hamster_s_000092.png,36,16,2,10
14989,field_s_003022.png,60,10,5,7
14990,bulldozer_s_000871.png,89,19,10,3
14991,beer_bottle_s_000003.png,9,3,10,3
14992,sunflower_s_001953.png,82,2,3,2
14993,young_girl_s_001992.png,35,14,7,6
14994,phone_s_002253.png,86,5,1,2
14995,bungalow_s_000240.png,37,9,7,10
14996,castor_canadensis_s_001074.png,4,0,5,8
14997,couch_s_001610.png,25,6,9,4
14998,school_bus_s_000449.png,13,18,8,4
14999,butterfly_ray_s_000691.png,67,1,7,9
15000,palm_s_001459.png,56,17,4,6
15001,army_tank_s_000692.png,85,19,1,1
15002,bear_cub_s_000039.png,3,8,10,4
15003,sweet_pepper_s_000660.png,83,4,7,4
15004,breakfast_table_s_000362.png,84,6,7,2
15005,squirrel_s_002294.png,80,16,3,2
15006,television_system_s_000713.png,87,5,10,1
15007,minibike_s_000855.png,48,18,9,7
15008,squirrel_s_000133.png,80,16,7,10
15009,shumard_oak_s_000738.png,52,17,8,9
15010,fur_seal_s_000259.png,72,0,5,9
15011,skyscraper_s_001256.png,76,9,2,1
15012,bear_cub_s_000543.png,3,8,4,3
15013,car_train_s_000568.png,90,18,10,6
15014,hamster_s_001285.png,36,16,4,7
15015,bus_s_000291.png,13,18,3,4
15016,right_whale_s_000385.png,95,0,2,9
15017,clock_s_000030.png,22,5,6,7
15018,dolphin_s_002147.png,30,0,6,4
15019,cloud_s_000473.png,23,10,10,7
15020,rabbit_s_000995.png,65,16,8,5
