,image_name,fine_target,coarse_target
8757,camel_s_000072.png,15,11
8758,mourning_cloak_s_001094.png,14,7
8759,oak_tree_s_000167.png,52,17
8760,streetcar_s_001232.png,81,19
8761,squirrel_s_001578.png,80,16
8762,haze_s_000741.png,23,10
8763,bell_pepper_s_000457.png,83,4
8764,worm_snake_s_000965.png,78,15
8765,surveillance_system_s_000296.png,87,5
8766,baleen_whale_s_001572.png,95,0
8767,chaise_s_002008.png,20,6
8768,pear_s_000391.png,57,4
8769,golden_willow_s_000204.png,96,17
8770,young_girl_s_002014.png,35,14
8771,bartlett_pear_s_000355.png,57,4
8772,cichlid_s_000482.png,1,1
8773,bartlett_pear_s_000083.png,57,4
8774,lady_tulip_s_000475.png,92,2
8775,worm_snake_s_000699.png,78,15
8776,skunk_s_001920.png,75,12
8777,squirrel_s_001334.png,80,16
8778,sea_turtle_s_001357.png,93,15
8779,railroad_train_s_000004.png,90,18
8780,bike_s_000722.png,8,18
8781,otter_s_000031.png,55,0
8782,neomys_fodiens_s_000252.png,74,16
8783,american_lobster_s_000231.png,45,13
8784,chimp_s_000040.png,21,11
8785,bed_s_001901.png,5,6
8786,sea_turtle_s_002068.png,93,15
8787,halibut_s_000178.png,32,1
8788,hamster_s_000137.png,36,16
8789,bos_taurus_s_000350.png,19,11
8790,crocodile_s_002138.png,27,15
8791,butterfly_orchid_s_001568.png,54,2
8792,raccoon_s_000426.png,66,12
8793,verpa_bohemica_s_000395.png,51,4
8794,butterfly_s_000281.png,14,7
8795,shrew_s_000088.png,74,16
8796,bell_pepper_s_000074.png,83,4
8797,motorcycle_s_000508.png,48,18
8798,butterfly_s_000964.png,14,7
8799,streetcar_s_001494.png,81,19
8800,house_s_000585.png,37,9
8801,syrian_hamster_s_001432.png,36,16
8802,desk_phone_s_000012.png,86,5
8803,lawn_mower_s_000683.png,41,19
8804,iguana_s_000155.png,44,15
8805,serengeti_s_001609.png,60,10
8806,squirrel_s_002302.png,80,16
8807,dozer_s_000058.png,89,19
8808,rabbit_s_001979.png,65,16
8809,grey_wolf_s_000098.png,97,8
8810,beetle_s_001628.png,7,7
8811,argiope_aurantia_s_000468.png,79,13
8812,guitarfish_s_000774.png,67,1
8813,gecko_s_000491.png,44,15
8814,bungalow_s_000242.png,37,9
8815,helminth_s_000630.png,99,13
8816,lift_bridge_s_000645.png,12,9
8817,rose_s_000939.png,70,2
8818,chimp_s_001418.png,21,11
8819,harvest_mouse_s_001099.png,50,16
8820,crab_s_002224.png,26,13
8821,sounding_rocket_s_000051.png,69,19
8822,armoire_s_000036.png,94,6
8823,common_shrew_s_000242.png,74,16
8824,red_fox_s_000559.png,34,12
8825,stingray_s_001364.png,67,1
8826,wtc_s_000136.png,76,9
8827,pickup_truck_s_002112.png,58,18
8828,hedgehog_s_001115.png,63,12
8829,dinosaur_s_000033.png,29,15
8830,fur_seal_s_000592.png,72,0
8831,wood_s_000701.png,33,10
8832,lift_bridge_s_001068.png,12,9
8833,camp_bed_s_000042.png,5,6
8834,man_s_000800.png,46,14
8835,cichlid_s_000392.png,1,1
8836,lamp_s_001880.png,40,5
8837,soda_bottle_s_000824.png,9,3
8838,girl_s_001711.png,35,14
8839,drawbridge_s_002219.png,12,9
8840,snail_s_001398.png,77,13
8841,hognose_snake_s_000136.png,78,15
8842,halibut_s_000348.png,32,1
8843,pinyon_s_001835.png,59,17
8844,acer_saccharum_s_000382.png,47,17
8845,telephone_s_001075.png,86,5
8846,adriatic_s_000315.png,71,10
8847,macoun_s_000027.png,0,4
8848,castor_fiber_s_000007.png,4,0
8849,mouse_s_000363.png,50,16
8850,skyscraper_s_000335.png,76,9
8851,squirrel_s_000727.png,80,16
8852,wolf_pup_s_000864.png,97,8
8853,bowl_s_002516.png,10,3
8854,argiope_aurantia_s_000507.png,79,13
8855,girl_s_001361.png,35,14
8856,mount_s_002778.png,49,10
8857,mushroom_s_001296.png,51,4
8858,butterfly_s_002737.png,14,7
8859,golden_hamster_s_000631.png,36,16
8860,cirrostratus_s_000181.png,23,10
8861,lutra_canadensis_s_000248.png,55,0
8862,silver_maple_s_001356.png,47,17
8863,armored_combat_vehicle_s_000468.png,85,19
8864,divided_highway_s_000718.png,68,9
8865,fishplate_s_000630.png,61,3
8866,valencia_orange_s_000237.png,53,4
8867,cockroach_s_001398.png,24,7
8868,motorcycle_s_002105.png,48,18
8869,possum_s_001388.png,64,12
8870,macropus_giganteus_s_000119.png,38,11
8871,seal_s_000421.png,72,0
8872,lamp_s_001570.png,40,5
8873,streetcar_s_001772.png,81,19
8874,fin_whale_s_001078.png,95,0
8875,causeway_s_000885.png,68,9
8876,army_tank_s_001272.png,85,19
8877,dolphin_s_000156.png,30,0
8878,acer_saccharum_s_001505.png,47,17
8879,skunk_s_001232.png,75,12
8880,kangaroo_s_000491.png,38,11
8881,skunk_s_001958.png,75,12
8882,reclining_chair_s_001813.png,20,6
8883,adam_s_000822.png,46,14
8884,nematode_s_000007.png,99,13
8885,minibike_s_000165.png,48,18
8886,rainbow_trout_s_000038.png,91,1
8887,hedgehog_s_000762.png,63,12
8888,red_fox_s_001607.png,34,12
8889,lift_bridge_s_001142.png,12,9
8890,soda_can_s_000174.png,16,3
8891,bulldozer_s_002061.png,89,19
8892,minibus_s_001887.png,13,18
8893,power_mower_s_000434.png,41,19
8894,lizard_s_001881.png,44,15
8895,navel_orange_s_000846.png,53,4
8896,red_maple_s_000951.png,47,17
8897,squirrel_s_001713.png,80,16
8898,bottle_s_001616.png,9,3
8899,rabbit_s_001514.png,65,16
8900,tiger_s_000849.png,88,8
8901,ballistic_missile_s_001528.png,69,19
8902,cattle_s_002192.png,19,11
8903,chalice_s_001163.png,28,3
8904,forest_s_000621.png,33,10
8905,possum_s_001002.png,64,12
8906,sea_s_001229.png,71,10
8907,world_trade_center_s_000846.png,76,9
8908,neomys_fodiens_s_000256.png,74,16
8909,hedgehog_s_000091.png,63,12
8910,orchid_s_000832.png,54,2
8911,roundworm_s_000460.png,99,13
8912,lobster_s_000566.png,45,13
8913,indian_elephant_s_000448.png,31,11
8914,date_palm_s_000139.png,56,17
8915,pickup_truck_s_001251.png,58,18
8916,american_lobster_s_000606.png,45,13
8917,menippe_mercenaria_s_000022.png,26,13
8918,pinon_pine_s_000565.png,59,17
8919,tv_s_000278.png,87,5
8920,alarm_clock_s_000084.png,22,5
8921,beer_can_s_001493.png,16,3
8922,pan_troglodytes_s_000101.png,21,11
8923,twin_towers_s_001917.png,76,9
8924,cows_s_000148.png,19,11
8925,whiskey_bottle_s_000900.png,9,3
8926,mako_shark_s_000112.png,73,1
8927,oak_tree_s_000039.png,52,17
8928,hand_mower_s_000299.png,41,19
8929,beer_can_s_000977.png,16,3
8930,twin_towers_s_001314.png,76,9
8931,pine_s_002082.png,59,17
8932,school_bus_s_000517.png,13,18
8933,cycle_s_002703.png,8,18
8934,ballistic_missile_s_000528.png,69,19
8935,whale_s_000023.png,95,0
8936,fall_cankerworm_s_000056.png,18,7
8937,dinosaur_s_001169.png,29,15
8938,drawbridge_s_001575.png,12,9
8939,spider_s_000065.png,79,13
8940,tapeworm_s_000572.png,99,13
8941,red_fox_s_001714.png,34,12
8942,clock_s_001379.png,22,5
8943,elephant_s_000023.png,31,11
8944,forest_s_001868.png,33,10
8945,bear_cub_s_001002.png,3,8
8946,castor_fiber_s_000053.png,4,0
8947,edible_snail_s_000072.png,77,13
8948,racoon_s_000326.png,66,12
8949,red_fox_s_001381.png,34,12
8950,cockroach_s_000531.png,24,7
8951,access_road_s_001715.png,68,9
8952,bell_pepper_s_001600.png,83,4
8953,leopard_s_000524.png,42,8
8954,train_s_003061.png,90,18
8955,infant_s_000195.png,2,14
8956,television_s_002497.png,87,5
8957,macoun_s_001006.png,0,4
8958,wolf_s_002141.png,97,8
8959,caterpillar_s_001712.png,18,7
8960,lion_cub_s_000001.png,43,8
8961,syrian_hamster_s_000383.png,36,16
8962,computer_keyboard_s_001759.png,39,5
8963,butterfly_s_001700.png,14,7
8964,tulip_s_000013.png,92,2
8965,caterpillar_s_001763.png,18,7
8966,armoured_combat_vehicle_s_000398.png,85,19
8967,cichlid_fish_s_000959.png,1,1
8968,bunk_s_000120.png,5,6
8969,dozer_s_000007.png,89,19
8970,whale_s_000338.png,95,0
8971,slip_road_s_000596.png,68,9
8972,opossum_s_000047.png,64,12
8973,palm_tree_s_001908.png,56,17
8974,raccoon_s_001895.png,66,12
8975,oxen_s_000613.png,19,11
8976,streetcar_s_001983.png,81,19
8977,jaffa_orange_s_000235.png,53,4
8978,bed_s_001561.png,5,6
8979,chimpanzee_s_000643.png,21,11
8980,dessert_plate_s_000265.png,61,3
8981,dwarf_tulip_s_000029.png,92,2
8982,armored_combat_vehicle_s_000054.png,85,19
8983,black_woman_s_000177.png,98,14
8984,skyscraper_s_001893.png,76,9
8985,wolf_s_000734.png,97,8
8986,tulip_s_000072.png,92,2
8987,volcano_s_000200.png,49,10
8988,pickup_truck_s_001252.png,58,18
8989,cockroach_s_000399.png,24,7
8990,dromedary_s_000087.png,15,11
8991,dromedary_s_000277.png,15,11
8992,closet_s_002723.png,94,6
8993,shumard_oak_s_000631.png,52,17
8994,dessert_plate_s_000359.png,61,3
8995,male_child_s_000788.png,11,14
8996,gecko_s_000554.png,44,15
8997,volcano_s_000024.png,49,10
8998,mushroom_s_000887.png,51,4
8999,twin_towers_s_001210.png,76,9
9000,leopard_s_001055.png,42,8
9001,harvest_mouse_s_001140.png,50,16
9002,tulipa_clusiana_s_000010.png,92,2
9003,pear_s_000171.png,57,4
9004,cichlid_fish_s_000938.png,1,1
9005,sofa_s_000681.png,25,6
9006,ordinary_bicycle_s_000216.png,8,18
9007,pickup_s_000308.png,58,18
9008,sofa_s_000677.png,25,6
9009,stone_crab_s_000085.png,26,13
9010,rabbit_s_000479.png,65,16
9011,seal_s_001994.png,72,0
9012,otter_s_000755.png,55,0
9013,gecko_s_000790.png,44,15
9014,skyscraper_s_002499.png,76,9
9015,nullarbor_plain_s_000067.png,60,10
9016,soda_bottle_s_000183.png,9,3
9017,lift_bridge_s_000817.png,12,9
9018,lamp_s_000484.png,40,5
9019,whale_s_000527.png,95,0
9020,mount_s_001210.png,49,10
9021,kangaroo_s_000716.png,38,11
9022,table_s_002615.png,84,6
9023,boy_s_001952.png,11,14
9024,kangaroo_s_002094.png,38,11
9025,raccoon_s_002836.png,66,12
9026,pine_tree_s_002003.png,59,17
9027,bos_taurus_s_000367.png,19,11
9028,butterfly_s_001029.png,14,7
9029,trout_s_002864.png,91,1
9030,access_road_s_001343.png,68,9
9031,man_s_001076.png,46,14
9032,dungeness_crab_s_000103.png,26,13
9033,arabian_camel_s_000122.png,15,11
9034,stingray_s_001230.png,67,1
9035,motorcycle_s_001610.png,48,18
9036,electric_lamp_s_000630.png,40,5
9037,house_mouse_s_000042.png,50,16
9038,clock_s_001554.png,22,5
9039,minibus_s_000605.png,13,18
9040,lapin_s_001767.png,65,16
9041,helix_pomatia_s_000718.png,77,13
9042,opossum_s_002095.png,64,12
9043,chimp_s_000507.png,21,11
9044,fishbowl_s_002343.png,10,3
9045,mount_s_002254.png,49,10
9046,navel_orange_s_000201.png,53,4
9047,butterfly_s_001041.png,14,7
9048,skunk_s_000502.png,75,12
9049,aegean_s_000223.png,71,10
9050,palm_tree_s_000846.png,56,17
9051,leopard_s_000661.png,42,8
9052,breakfast_table_s_001474.png,84,6
9053,squirrel_s_001420.png,80,16
9054,butterfly_s_000001.png,14,7
9055,crocodylus_niloticus_s_000399.png,27,15
9056,wardrobe_s_002116.png,94,6
9057,cichlid_s_001426.png,1,1
9058,giant_kangaroo_s_000860.png,38,11
9059,rosebush_s_000245.png,70,2
9060,cloud_s_001647.png,23,10
9061,palm_tree_s_001105.png,56,17
9062,northern_spy_s_000879.png,0,4
9063,tank_s_000719.png,85,19
9064,oriental_cockroach_s_000810.png,24,7
9065,cancer_magister_s_000216.png,26,13
9066,cycle_s_002779.png,8,18
9067,snail_s_000296.png,77,13
9068,caterpillar_s_000993.png,18,7
9069,lamp_s_000735.png,40,5
9070,television_s_002420.png,87,5
9071,shrew_s_000455.png,74,16
9072,mushroom_s_000893.png,51,4
9073,rabbit_s_001092.png,65,16
9074,bicycle_s_000668.png,8,18
9075,soda_can_s_001047.png,16,3
9076,lift_bridge_s_000048.png,12,9
9077,plaice_s_001654.png,32,1
9078,mountain_s_000071.png,49,10
9079,honeybee_s_001507.png,6,7
9080,verpa_s_000962.png,51,4
9081,house_mouse_s_000324.png,50,16
9082,orchid_s_000638.png,54,2
9083,helix_pomatia_s_000211.png,77,13
9084,plate_iron_s_001583.png,61,3
9085,crocodylus_porosus_s_000569.png,27,15
9086,garden_snail_s_000425.png,77,13
9087,chimpanzee_s_000154.png,21,11
9088,salix_amygdalina_s_000004.png,96,17
9089,minibike_s_002186.png,48,18
9090,boy_s_001807.png,11,14
9091,porcupine_s_000753.png,63,12
9092,electric_ray_s_000355.png,67,1
9093,skyscraper_s_002318.png,76,9
9094,bike_s_002118.png,8,18
9095,infant_s_000366.png,2,14
9096,gecko_s_001358.png,44,15
9097,beer_bottle_s_000006.png,9,3
9098,snail_s_001070.png,77,13
9099,gray_wolf_s_001968.png,97,8
9100,cankerworm_s_000014.png,18,7
9101,safety_bike_s_001472.png,8,18
9102,palm_tree_s_000903.png,56,17
9103,lawn_mower_s_000024.png,41,19
9104,alarm_clock_s_000925.png,22,5
9105,poppy_s_000804.png,62,2
9106,streetcar_s_001012.png,81,19
9107,world_trade_center_s_000372.png,76,9
9108,red_fox_s_000462.png,34,12
9109,bottle_s_000723.png,9,3
9110,lamp_s_001492.png,40,5
9111,sunflower_s_000326.png,82,2
9112,armoire_s_000147.png,94,6
9113,phone_s_000182.png,86,5
9114,serengeti_s_000301.png,60,10
9115,macropus_giganteus_s_000470.png,38,11
9116,raccoon_s_002554.png,66,12
9117,tulip_s_000043.png,92,2
9118,ladybeetle_s_000050.png,7,7
9119,cockroach_s_000351.png,24,7
9120,table_s_002651.png,84,6
9121,couch_s_001965.png,25,6
9122,hand_mower_s_000065.png,41,19
9123,plaice_s_000553.png,32,1
9124,mountain_rose_s_000311.png,70,2
9125,beer_bottle_s_000341.png,9,3
9126,mephitis_mephitis_s_000398.png,75,12
9127,cain_s_000387.png,46,14
9128,shark_s_001099.png,73,1
9129,roundworm_s_000373.png,99,13
9130,sea_trout_s_000284.png,91,1
9131,beer_bottle_s_001727.png,9,3
9132,ordinary_bicycle_s_000016.png,8,18
9133,winter_flounder_s_000064.png,32,1
9134,golden_hamster_s_000277.png,36,16
9135,table_s_002019.png,84,6
9136,lift_bridge_s_000639.png,12,9
9137,motorcycle_s_001384.png,48,18
9138,thermos_s_000140.png,9,3
9139,male_child_s_000383.png,11,14
9140,tractor_s_001003.png,89,19
9141,leopard_s_000382.png,42,8
9142,alp_s_002900.png,49,10
9143,syrian_hamster_s_000743.png,36,16
9144,caterpillar_s_001216.png,18,7
9145,willow_tree_s_001295.png,96,17
9146,seal_s_002203.png,72,0
9147,mouse_s_000119.png,50,16
9148,guided_missile_s_000756.png,69,19
9149,minibus_s_000950.png,13,18
9150,american_lobster_s_000368.png,45,13
9151,silver_maple_s_000886.png,47,17
9152,argiope_aurantia_s_000007.png,79,13
9153,dolphin_s_000017.png,30,0
9154,house_mouse_s_000275.png,50,16
9155,bear_cub_s_000595.png,3,8
9156,hamster_s_001768.png,36,16
9157,wardrobe_s_001364.png,94,6
9158,lamp_s_000495.png,40,5
9159,telephone_set_s_001018.png,86,5
9160,young_girl_s_001567.png,35,14
9161,icbm_s_000849.png,69,19
9162,field_s_001561.png,60,10
9163,goblet_s_000583.png,28,3
9164,cichlid_s_001793.png,1,1
9165,carassius_auratus_s_000264.png,1,1
9166,soda_can_s_000069.png,16,3
9167,gray_wolf_s_002114.png,97,8
9168,bulldozer_s_000615.png,89,19
9169,hognose_snake_s_000286.png,78,15
9170,nile_crocodile_s_000802.png,27,15
9171,alarm_clock_s_000608.png,22,5
9172,shortfin_mako_s_000613.png,73,1
9173,castle_s_001904.png,17,9
9174,stingray_s_002337.png,67,1
9175,mist_s_000224.png,23,10
9176,palm_tree_s_000004.png,56,17
9177,chimpanzee_s_001640.png,21,11
9178,bottle_s_000165.png,9,3
9179,orchis_s_000088.png,54,2
9180,bed_s_001954.png,5,6
9181,stingray_s_002319.png,67,1
9182,intercontinental_ballistic_missile_s_000869.png,69,19
9183,fish_bowl_s_000093.png,10,3
9184,black_woman_s_000560.png,98,14
9185,wallaby_s_000271.png,38,11
9186,adriatic_sea_s_000393.png,71,10
9187,army_tank_s_000638.png,85,19
9188,cancer_magister_s_000173.png,26,13
9189,missile_s_000068.png,69,19
9190,nile_crocodile_s_001155.png,27,15
9191,common_shrew_s_000125.png,74,16
9192,baby_s_002724.png,2,14
9193,dolphin_s_002232.png,30,0
9194,possum_s_000439.png,64,12
9195,stegosaur_s_000203.png,29,15
9196,access_road_s_000344.png,68,9
9197,hamster_s_000392.png,36,16
9198,raccoon_s_001491.png,66,12
9199,motorcycle_s_000431.png,48,18
9200,forest_s_000010.png,33,10
9201,tiger_s_002297.png,88,8
9202,bottle_s_002206.png,9,3
9203,drawbridge_s_002161.png,12,9
9204,clock_s_000720.png,22,5
9205,bos_taurus_s_000223.png,19,11
9206,gray_wolf_s_002150.png,97,8
9207,gray_wolf_s_001564.png,97,8
9208,adriatic_sea_s_000173.png,71,10
9209,bowl_s_000719.png,10,3
9210,field_mouse_s_000061.png,50,16
9211,rose_s_000430.png,70,2
9212,fox_s_001070.png,34,12
9213,dromedary_s_000077.png,15,11
9214,bear_s_002255.png,3,8
9215,tree_squirrel_s_001105.png,80,16
9216,bell_pepper_s_000203.png,83,4
9217,forest_s_001527.png,33,10
9218,manual-beaver027.png,4,0
9219,adam_s_002539.png,46,14
9220,oxen_s_001999.png,19,11
9221,clock_s_000206.png,22,5
9222,female_child_s_000058.png,35,14
9223,wardrobe_s_000415.png,94,6
9224,oxen_s_001632.png,19,11
9225,power_mower_s_001024.png,41,19
9226,tiger_beetle_s_001386.png,7,7
9227,sugar_maple_s_000527.png,47,17
9228,train_s_001661.png,90,18
9229,tiger_beetle_s_000619.png,7,7
9230,bike_s_000302.png,8,18
9231,panthera_pardus_s_000165.png,42,8
9232,mushroom_s_000567.png,51,4
9233,grey_wolf_s_001130.png,97,8
9234,plate_iron_s_000103.png,61,3
9235,rose_s_001813.png,70,2
9236,macoun_s_000070.png,0,4
9237,bartlett_pear_s_000107.png,57,4
9238,oriental_cockroach_s_000686.png,24,7
9239,orchid_s_000118.png,54,2
9240,hedgehog_s_001675.png,63,12
9241,car_train_s_001096.png,90,18
9242,infant_s_000381.png,2,14
9243,infant_s_000947.png,2,14
9244,willow_tree_s_000978.png,96,17
9245,sea_trout_s_000469.png,91,1
9246,dozer_s_001208.png,89,19
9247,right_whale_s_001154.png,95,0
9248,leopard_s_000918.png,42,8
9249,whale_s_001387.png,95,0
9250,bowl_s_002620.png,10,3
9251,oxen_s_001327.png,19,11
9252,adriatic_s_000895.png,71,10
9253,river_otter_s_002015.png,55,0
9254,tram_s_000640.png,81,19
9255,little_girl_s_001451.png,35,14
9256,chimpanzee_s_001309.png,21,11
9257,ribbon_worm_s_000148.png,99,13
9258,colubrid_s_000711.png,78,15
9259,palm_tree_s_000109.png,56,17
9260,poppy_s_000137.png,62,2
9261,beer_can_s_002041.png,16,3
9262,tiger_s_001729.png,88,8
9263,skyscraper_s_000855.png,76,9
9264,trout_s_002758.png,91,1
9265,cloud_s_000721.png,23,10
9266,ribbon_worm_s_000466.png,99,13
9267,disciotis_venosa_s_000181.png,51,4
9268,helix_pomatia_s_000298.png,77,13
9269,sea_s_001479.png,71,10
9270,orchid_s_000342.png,54,2
9271,red_fox_s_001797.png,34,12
9272,table_s_001763.png,84,6
9273,opossum_s_000296.png,64,12
9274,banded_gecko_s_000007.png,44,15
9275,tram_s_000078.png,81,19
9276,hedgehog_s_001846.png,63,12
9277,cockroach_s_001574.png,24,7
9278,wardrobe_s_000459.png,94,6
9279,boardinghouse_s_001109.png,37,9
9280,gray_wolf_s_000051.png,97,8
9281,streetcar_s_001686.png,81,19
9282,opossum_s_000153.png,64,12
9283,elephant_s_001057.png,31,11
9284,forest_s_001282.png,33,10
9285,table_s_000451.png,84,6
9286,golden_willow_s_000716.png,96,17
9287,brown_snail_s_000495.png,77,13
9288,butterfly_s_001445.png,14,7
9289,eames_chair_s_000483.png,20,6
9290,serengeti_s_000323.png,60,10
9291,sugar_maple_s_000010.png,47,17
9292,panthera_pardus_s_001206.png,42,8
9293,seal_s_002222.png,72,0
9294,parkway_s_000162.png,68,9
9295,butterfly_s_003179.png,14,7
9296,crab_s_001948.png,26,13
9297,syrian_hamster_s_000001.png,36,16
9298,bell_pepper_s_000587.png,83,4
9299,sweater_girl_s_000169.png,35,14
9300,common_dolphin_s_000499.png,30,0
9301,serengeti_plain_s_000223.png,60,10
9302,tree_squirrel_s_000016.png,80,16
9303,adriatic_sea_s_000985.png,71,10
9304,wardrobe_s_000774.png,94,6
9305,alarm_clock_s_000825.png,22,5
9306,poppy_s_001146.png,62,2
9307,hamster_s_001080.png,36,16
9308,lutra_canadensis_s_000015.png,55,0
9309,rose_s_001696.png,70,2
9310,panthera_pardus_s_000284.png,42,8
9311,forest_s_002210.png,33,10
9312,cirrocumulus_s_000824.png,23,10
9313,forest_s_001760.png,33,10
9314,gecko_s_000658.png,44,15
9315,tulip_s_001241.png,92,2
9316,butterfly_s_002676.png,14,7
9317,velocipede_s_000659.png,8,18
9318,river_otter_s_000127.png,55,0
9319,woods_s_000520.png,33,10
9320,television_s_002837.png,87,5
9321,infant_s_001757.png,2,14
9322,clock_s_001296.png,22,5
9323,woods_s_000541.png,33,10
9324,cortland_s_000136.png,0,4
9325,wolf_s_002441.png,97,8
9326,kangaroo_s_001785.png,38,11
9327,lobster_s_001717.png,45,13
9328,motorcycle_s_001585.png,48,18
9329,mower_s_001701.png,41,19
9330,shark_s_001624.png,73,1
9331,numbfish_s_000088.png,67,1
9332,beaker_s_000290.png,28,3
9333,palm_tree_s_001574.png,56,17
9334,black_woman_s_001792.png,98,14
9335,cancer_magister_s_000163.png,26,13
9336,telephone_set_s_000532.png,86,5
9337,breakfast_table_s_000019.png,84,6
9338,field_s_002053.png,60,10
9339,forest_s_002202.png,33,10
9340,butterfly_s_001018.png,14,7
9341,poppy_s_001322.png,62,2
9342,lizard_s_000345.png,44,15
9343,shumard_oak_s_001017.png,52,17
9344,valley_oak_s_000159.png,52,17
9345,house_s_000605.png,37,9
9346,orchid_s_000210.png,54,2
9347,access_road_s_000972.png,68,9
9348,streetcar_s_000256.png,81,19
9349,shumard_oak_s_000033.png,52,17
9350,tulip_s_000467.png,92,2
9351,gecko_s_000185.png,44,15
9352,goldfish_s_002787.png,1,1
9353,opossum_s_000160.png,64,12
9354,mus_musculus_s_000372.png,50,16
9355,mushroom_s_002091.png,51,4
9356,bike_s_001027.png,8,18
9357,bungalow_s_000278.png,37,9
9358,raccoon_s_000509.png,66,12
9359,television_s_002259.png,87,5
9360,wallaby_s_000147.png,38,11
9361,leopard_s_001325.png,42,8
9362,stegosaurus_s_000628.png,29,15
9363,adriatic_s_001677.png,71,10
9364,bell_pepper_s_000669.png,83,4
9365,butterfly_s_002895.png,14,7
9366,bed_s_002448.png,5,6
9367,tulipa_clusiana_s_000114.png,92,2
9368,verpa_bohemica_s_000223.png,51,4
9369,television_s_000824.png,87,5
9370,sweet_pepper_s_000201.png,83,4
9371,goblet_s_001531.png,28,3
9372,serengeti_s_000904.png,60,10
9373,roundworm_s_000598.png,99,13
9374,armchair_s_001023.png,20,6
9375,tiger_s_001812.png,88,8
9376,adam_s_001947.png,46,14
9377,timber_wolf_s_000018.png,97,8
9378,spider_s_001289.png,79,13
9379,bed_s_001965.png,5,6
9380,beaver_s_002248.png,4,0
9381,dessert_plate_s_000182.png,61,3
9382,banded_gecko_s_000126.png,44,15
9383,boat_train_s_000950.png,90,18
9384,acer_saccharinum_s_000913.png,47,17
9385,hedgehog_s_001597.png,63,12
9386,bowl_s_000296.png,10,3
9387,carphophis_amoenus_s_000143.png,78,15
9388,carassius_auratus_s_000180.png,1,1
9389,coffee_can_s_000768.png,16,3
9390,chimp_s_001599.png,21,11
9391,cichlid_fish_s_001567.png,1,1
9392,panthera_tigris_s_000889.png,88,8
9393,closet_s_001293.png,94,6
9394,butterfly_orchid_s_001366.png,54,2
9395,orchid_s_000046.png,54,2
9396,table_s_000565.png,84,6
9397,whiskey_bottle_s_000918.png,9,3
9398,right_whale_s_001147.png,95,0
9399,rorqual_s_000370.png,95,0
9400,macropus_giganteus_s_000438.png,38,11
9401,worm_s_001309.png,99,13
9402,quercus_virginiana_s_000512.png,52,17
9403,fin_whale_s_001183.png,95,0
9404,macoun_s_000041.png,0,4
9405,oxen_s_001703.png,19,11
9406,bulldozer_s_000098.png,89,19
9407,hedgehog_s_000398.png,63,12
9408,streetcar_s_000433.png,81,19
9409,spider_s_003209.png,79,13
9410,poppy_s_002025.png,62,2
9411,mushroom_s_000711.png,51,4
9412,skunk_s_000544.png,75,12
9413,built_in_bed_s_001893.png,5,6
9414,caterpillar_s_000557.png,18,7
9415,syrian_hamster_s_000640.png,36,16
9416,opossum_s_000392.png,64,12
9417,valencia_orange_s_001679.png,53,4
9418,cichlid_s_000930.png,1,1
9419,seal_s_001465.png,72,0
9420,cows_s_001693.png,19,11
9421,adriatic_sea_s_001780.png,71,10
9422,right_whale_s_000279.png,95,0
9423,oxen_s_001258.png,19,11
9424,goblet_s_001693.png,28,3
9425,common_oak_s_000781.png,52,17
9426,golden_delicious_s_001608.png,0,4
9427,minibus_s_002110.png,13,18
9428,whale_s_000764.png,95,0
9429,dolphin_s_002680.png,30,0
9430,power_mower_s_000716.png,41,19
9431,hand_mower_s_000545.png,41,19
9432,stingray_s_000040.png,67,1
9433,chimpanzee_s_000256.png,21,11
9434,bear_s_001292.png,3,8
9435,bell_pepper_s_000143.png,83,4
9436,abel_s_000081.png,46,14
9437,crab_s_001081.png,26,13
9438,television_s_002135.png,87,5
9439,bicycle_s_000396.png,8,18
9440,panthera_leo_s_001339.png,43,8
9441,access_road_s_000301.png,68,9
9442,ankylosaurus_s_001304.png,29,15
9443,woman_s_000002.png,98,14
9444,ornithischian_s_000065.png,29,15
9445,wardrobe_s_002242.png,94,6
9446,tree_squirrel_s_001979.png,80,16
9447,porcupine_s_001776.png,63,12
9448,leopard_s_000023.png,42,8
9449,oak_tree_s_001061.png,52,17
9450,house_s_000537.png,37,9
9451,poppy_s_000921.png,62,2
9452,betel_palm_s_000038.png,56,17
9453,cup_s_002218.png,28,3
9454,bunk_s_000265.png,5,6
9455,minibike_s_000149.png,48,18
9456,flounder_s_001786.png,32,1
9457,dozer_s_001462.png,89,19
9458,couch_s_001104.png,25,6
9459,bear_s_001462.png,3,8
9460,rabbit_s_002282.png,65,16
9461,chalice_s_000488.png,28,3
9462,breakfast_table_s_000303.png,84,6
9463,mount_s_001352.png,49,10
9464,snail_s_001871.png,77,13
9465,fur_seal_s_000064.png,72,0
9466,lift_bridge_s_000540.png,12,9
9467,crocodylus_porosus_s_000466.png,27,15
9468,mower_s_001132.png,41,19
9469,maine_lobster_s_000817.png,45,13
9470,cortland_s_000525.png,0,4
9471,bunk_s_000203.png,5,6
9472,skunk_s_000061.png,75,12
9473,young_girl_s_001061.png,35,14
9474,opossum_s_002518.png,64,12
9475,little_girl_s_000145.png,35,14
9476,wood_s_001246.png,33,10
9477,milk_can_s_001319.png,16,3
9478,sour_orange_s_000795.png,53,4
9479,ballistic_missile_s_001009.png,69,19
9480,snail_s_002169.png,77,13
9481,lapin_s_000254.png,65,16
